season,play_id,yds_to_end,next_score
2021,427,56,-7
2021,453,87,7
2021,479,68,7
2021,503,60,7
2021,541,70,7
2021,570,45,7
2021,594,40,7
2021,615,41,7
2021,682,75,7
2021,703,60,7
2021,732,58,7
2021,761,51,7
2021,782,49,7
2021,803,40,7
2021,829,25,7
2021,850,16,7
2021,871,14,7
2021,927,75,7
2021,951,69,7
2021,991,69,7
2021,1012,59,7
2021,1036,45,7
2021,1066,47,7
2021,1107,37,7
2021,1131,30,7
2021,1155,21,7
2021,1176,11,7
2021,1200,14,7
2021,1256,75,-7
2021,1293,21,7
2021,1319,22,7
2021,1342,27,7
2021,1376,27,7
2021,1402,9,7
2021,1423,1,7
2021,1476,75,3
2021,1498,75,3
2021,1520,75,3
2021,1544,61,3
2021,1577,56,3
2021,1599,56,3
2021,1623,49,3
2021,1645,49,3
2021,1668,88,-3
2021,1689,85,-3
2021,1711,85,-3
2021,1733,85,-3
2021,1763,52,3
2021,1818,61,3
2021,1839,58,3
2021,1861,58,3
2021,1885,23,3
2021,1908,28,3
2021,1932,10,3
2021,1953,4,3
2021,1975,4,3
2021,1997,4,3
2021,2031,75,3
2021,2054,80,3
2021,2078,73,3
2021,2102,63,3
2021,2140,59,3
2021,2166,47,3
2021,2187,38,3
2021,2216,35,3
2021,2254,32,3
2021,2280,29,3
2021,2313,39,3
2021,2342,23,3
2021,2366,14,3
2021,2404,9,3
2021,2423,11,3
2021,2457,11,3
2021,2504,5,3
2021,2542,5,3
2021,2564,5,3
2021,2586,5,3
2021,2675,75,3
2021,2699,68,3
2021,2720,64,3
2021,2744,55,3
2021,2765,54,3
2021,2786,53,3
2021,2810,35,3
2021,2831,34,3
2021,2853,34,3
2021,2872,37,3
2021,2906,75,-7
2021,2927,71,-7
2021,2964,56,-7
2021,2985,45,-7
2021,3014,36,-7
2021,3035,33,-7
2021,3059,33,-7
2021,3088,27,-7
2021,3110,27,-7
2021,3130,64,7
2021,3154,58,7
2021,3175,53,7
2021,3196,49,7
2021,3239,45,7
2021,3263,33,7
2021,3287,8,7
2021,3316,3,7
2021,3337,1,7
2021,3390,75,-3
2021,3414,67,-3
2021,3443,60,-3
2021,3476,70,-3
2021,3498,70,-3
2021,3522,48,-3
2021,3567,35,-3
2021,3615,27,-3
2021,3637,27,-3
2021,3658,19,-3
2021,3682,13,-3
2021,3703,8,-3
2021,3725,8,-3
2021,3746,1,-3
2021,3767,1,-3
2021,3789,99,3
2021,3810,99,3
2021,3848,96,3
2021,3869,42,3
2021,3890,35,3
2021,3911,31,3
2021,3932,17,3
2021,3953,17,3
2021,3974,6,3
2021,3995,3,3
2021,4016,6,3
2021,4037,5,3
2021,4071,75,7
2021,4095,68,7
2021,4130,55,7
2021,4151,49,7
2021,4180,40,7
2021,4212,28,7
2021,4253,23,7
2021,4274,23,7
2021,4298,14,7
2021,55,75,7
2021,79,64,7
2021,100,57,7
2021,121,49,7
2021,143,49,7
2021,165,49,7
2021,184,58,7
2021,209,80,-7
2021,230,81,-7
2021,256,74,-7
2021,277,69,-7
2021,298,67,-7
2021,320,67,-7
2021,342,67,-7
2021,360,67,7
2021,384,48,7
2021,405,47,7
2021,427,47,7
2021,449,47,7
2021,466,80,-7
2021,490,60,-7
2021,519,54,-7
2021,540,53,-7
2021,561,52,-7
2021,578,80,7
2021,599,76,7
2021,620,62,7
2021,641,59,7
2021,663,59,7
2021,686,64,7
2021,733,61,7
2021,752,96,-7
2021,773,93,-7
2021,795,93,-7
2021,817,93,-7
2021,842,57,7
2021,874,40,7
2021,901,9,7
2021,941,6,7
2021,962,3,7
2021,1018,75,7
2021,1039,71,7
2021,1063,59,7
2021,1084,54,7
2021,1118,54,7
2021,1150,47,7
2021,1174,23,7
2021,1203,11,7
2021,1269,76,-7
2021,1291,76,-7
2021,1312,73,-7
2021,1331,79,-7
2021,1356,60,7
2021,1380,51,7
2021,1401,49,7
2021,1423,49,7
2021,1486,79,-3
2021,1510,67,-3
2021,1534,53,-3
2021,1555,50,-3
2021,1576,53,-3
2021,1611,50,-3
2021,1630,89,3
2021,1654,57,3
2021,1680,56,3
2021,1727,49,3
2021,1750,50,3
2021,1773,55,3
2021,1798,83,-3
2021,1820,83,-3
2021,1842,83,-3
2021,1868,83,-3
2021,1891,88,-3
2021,1916,26,3
2021,1961,13,3
2021,1983,13,3
2021,2005,13,3
2021,2045,18,3
2021,2081,22,3
2021,2132,75,3
2021,2153,69,3
2021,2174,71,3
2021,2196,71,3
2021,2215,78,-3
2021,2236,72,-3
2021,2255,78,-3
2021,2279,67,-3
2021,2301,67,-3
2021,2325,56,-3
2021,2344,64,-3
2021,2368,56,-3
2021,2402,56,-3
2021,2421,88,3
2021,2451,74,3
2021,2480,70,3
2021,2502,70,3
2021,2525,75,3
2021,2544,83,3
2021,2569,65,-3
2021,2591,65,-3
2021,2617,55,-3
2021,2649,60,-3
2021,2671,60,-3
2021,2695,57,-3
2021,2719,52,-3
2021,2737,76,3
2021,2758,73,3
2021,2780,73,3
2021,2809,65,3
2021,2833,52,3
2021,2854,48,3
2021,2876,48,3
2021,2900,41,3
2021,2924,33,3
2021,2964,30,3
2021,2999,45,3
2021,3023,45,3
2021,3045,45,3
2021,3092,28,3
2021,3126,75,-3
2021,3147,76,-3
2021,3185,70,-3
2021,3208,70,-3
2021,3227,98,3
2021,3248,93,3
2021,3269,89,3
2021,3290,89,3
2021,3309,53,-3
2021,3333,40,-3
2021,3355,40,-3
2021,3379,43,-3
2021,3419,53,-3
2021,3441,53,-3
2021,3458,80,3
2021,3484,78,3
2021,3508,74,3
2021,3532,67,3
2021,3564,77,3
2021,3588,63,3
2021,3609,60,3
2021,3638,28,3
2021,3664,23,3
2021,3685,20,3
2021,3715,16,3
2021,3736,11,3
2021,3757,6,3
2021,3791,6,3
2021,3829,2,3
2021,3853,2,3
2021,3887,75,0
2021,3906,76,0
2021,3930,67,0
2021,3951,55,0
2021,3992,46,0
2021,4033,14,0
2021,4074,5,0
2021,4096,5,0
2021,4123,80,0
2021,57,75,7
2021,90,73,7
2021,111,71,7
2021,133,71,7
2021,152,80,-7
2021,173,76,-7
2021,199,76,-7
2021,218,84,-7
2021,253,70,7
2021,274,51,7
2021,309,61,7
2021,349,46,7
2021,370,38,7
2021,400,20,7
2021,421,13,7
2021,442,8,7
2021,463,1,7
2021,485,1,7
2021,538,75,7
2021,559,61,7
2021,585,61,7
2021,606,49,7
2021,635,40,7
2021,656,38,7
2021,680,9,7
2021,701,10,7
2021,730,1,7
2021,783,75,7
2021,805,75,7
2021,889,63,7
2021,912,68,7
2021,933,64,7
2021,981,54,7
2021,1002,54,7
2021,1032,33,7
2021,1072,32,7
2021,1096,18,7
2021,1210,75,7
2021,1233,80,7
2021,1257,77,7
2021,1294,77,7
2021,1318,64,7
2021,1339,65,7
2021,1365,65,7
2021,1386,51,7
2021,1407,44,7
2021,1428,40,7
2021,1452,34,7
2021,1476,29,7
2021,1516,12,7
2021,1540,11,7
2021,1599,75,0
2021,1632,69,0
2021,1653,67,0
2021,1680,63,0
2021,1709,56,0
2021,1730,50,0
2021,1751,49,0
2021,1773,49,0
2021,1792,91,0
2021,1824,93,0
2021,1848,85,0
2021,1877,80,0
2021,1915,78,0
2021,1951,84,0
2021,2003,75,0
2021,2022,68,0
2021,2046,48,0
2021,2068,48,0
2021,2090,48,0
2021,2112,48,0
2021,2131,88,0
2021,2167,95,0
2021,2222,75,-7
2021,2254,78,-7
2021,2278,39,-7
2021,2299,36,-7
2021,2321,36,-7
2021,2343,36,-7
2021,2363,56,7
2021,2384,45,7
2021,2405,40,7
2021,2426,35,7
2021,2482,75,-7
2021,2503,72,-7
2021,2525,72,-7
2021,2544,78,-7
2021,2563,66,7
2021,2587,60,7
2021,2611,53,7
2021,2637,6,7
2021,2691,75,-7
2021,2713,75,-7
2021,2742,66,-7
2021,2784,66,-7
2021,2810,60,-7
2021,2838,53,-7
2021,2881,55,-7
2021,2907,37,7
2021,2928,23,7
2021,2949,23,7
2021,3005,75,-3
2021,3026,68,-3
2021,3048,68,-3
2021,3074,29,3
2021,3097,34,3
2021,3118,20,3
2021,3139,20,3
2021,3179,20,3
2021,3219,75,7
2021,3238,83,7
2021,3262,68,7
2021,3286,66,7
2021,3335,64,7
2021,3368,49,7
2021,3392,38,7
2021,3416,34,7
2021,3440,27,7
2021,3464,14,7
2021,3493,6,7
2021,3549,75,-7
2021,3570,65,-7
2021,3591,60,-7
2021,3612,58,-7
2021,3634,58,-7
2021,3661,63,-7
2021,3678,80,7
2021,3703,75,7
2021,3727,70,7
2021,3749,70,7
2021,3775,63,7
2021,3823,68,7
2021,3857,68,7
2021,3886,13,7
2021,3919,8,7
2021,3982,81,0
2021,4003,63,0
2021,4024,55,0
2021,4047,50,0
2021,4068,49,0
2021,4109,41,0
2021,55,75,7
2021,76,74,7
2021,100,65,7
2021,126,54,7
2021,150,53,7
2021,171,51,7
2021,200,40,7
2021,224,18,7
2021,251,14,7
2021,275,10,7
2021,296,9,7
2021,317,8,7
2021,353,12,7
2021,374,12,7
2021,442,74,7
2021,463,70,7
2021,487,67,7
2021,511,56,7
2021,533,56,7
2021,555,56,7
2021,579,35,7
2021,600,32,7
2021,621,28,7
2021,642,23,7
2021,666,15,7
2021,687,12,7
2021,708,8,7
2021,757,6,7
2021,779,6,7
2021,798,82,-7
2021,820,82,-7
2021,841,81,-7
2021,863,81,-7
2021,888,69,7
2021,912,66,7
2021,936,63,7
2021,958,63,7
2021,977,70,-7
2021,1003,60,-7
2021,1025,60,-7
2021,1092,40,-7
2021,1113,35,-7
2021,1134,36,-7
2021,1156,36,-7
2021,1178,64,7
2021,1199,60,7
2021,1220,55,7
2021,1241,53,7
2021,1262,50,7
2021,1286,41,7
2021,1307,39,7
2021,1331,31,7
2021,1352,26,7
2021,1373,24,7
2021,1396,29,7
2021,1420,20,7
2021,1441,11,7
2021,1479,5,7
2021,1512,15,7
2021,1553,3,7
2021,1575,3,7
2021,1613,2,7
2021,1646,1,7
2021,1668,1,7
2021,1706,1,7
2021,1785,75,-3
2021,1807,75,-3
2021,1836,73,-3
2021,1859,78,-3
2021,1900,75,-3
2021,1925,64,3
2021,1975,74,3
2021,1997,74,3
2021,2023,41,3
2021,2052,30,3
2021,2074,30,3
2021,2096,30,3
2021,2118,30,3
2021,2207,75,3
2021,2228,72,3
2021,2252,67,3
2021,2271,68,3
2021,2301,70,-3
2021,2325,69,-3
2021,2349,63,-3
2021,2368,72,-3
2021,2393,77,3
2021,2425,87,3
2021,2451,75,3
2021,2475,66,3
2021,2496,53,3
2021,2517,51,3
2021,2538,50,3
2021,2560,50,3
2021,2579,86,-3
2021,2612,71,-3
2021,2633,73,-3
2021,2655,73,-3
2021,2690,83,-3
2021,2711,81,-3
2021,2729,65,3
2021,2753,59,3
2021,2774,51,3
2021,2795,50,3
2021,2816,48,3
2021,2842,42,3
2021,2865,47,3
2021,2884,91,-3
2021,2908,71,-3
2021,2929,70,-3
2021,2967,74,-3
2021,2991,57,-3
2021,3015,43,-3
2021,3036,37,-3
2021,3058,37,-3
2021,3091,47,-3
2021,3115,50,-3
2021,3140,84,3
2021,3161,82,3
2021,3183,82,3
2021,3205,82,3
2021,3246,82,-3
2021,3267,76,-3
2021,3288,78,-3
2021,3310,78,-3
2021,3335,70,3
2021,3359,46,3
2021,3380,44,3
2021,3401,35,3
2021,3422,34,3
2021,3441,34,3
2021,3463,34,3
2021,3497,75,0
2021,3523,79,0
2021,3544,66,0
2021,3568,47,0
2021,3589,47,0
2021,3611,47,0
2021,3633,47,0
2021,3652,88,0
2021,3673,75,0
2021,3694,73,0
2021,3715,71,0
2021,3749,40,0
2021,3787,38,0
2021,3811,33,0
2021,3853,33,0
2021,3882,67,0
2021,3920,65,0
2021,3958,62,0
2021,3980,62,0
2021,3998,72,0
2021,4020,72,0
2021,4042,72,0
2021,4066,69,0
2021,4103,51,0
2021,4125,51,0
2021,4164,51,0
2021,4205,32,0
2021,4227,32,0
2021,4273,26,0
2021,55,75,7
2021,76,66,7
2021,97,62,7
2021,121,58,7
2021,142,57,7
2021,166,53,7
2021,187,44,7
2021,208,40,7
2021,237,19,7
2021,258,15,7
2021,284,5,7
2021,305,4,7
2021,380,73,-7
2021,401,68,-7
2021,425,61,-7
2021,446,56,-7
2021,467,48,-7
2021,496,27,-7
2021,517,23,-7
2021,538,18,-7
2021,559,15,-7
2021,580,16,-7
2021,689,8,-7
2021,754,89,7
2021,775,90,7
2021,802,26,7
2021,832,21,7
2021,853,20,7
2021,898,9,7
2021,972,75,0
2021,1001,70,0
2021,1038,67,0
2021,1071,57,0
2021,1092,46,0
2021,1116,40,0
2021,1137,38,0
2021,1172,5,0
2021,1194,5,0
2021,1215,7,0
2021,1236,5,0
2021,1275,95,0
2021,1298,98,0
2021,1321,97,0
2021,1342,93,0
2021,1364,93,0
2021,1406,55,0
2021,1427,51,0
2021,1448,42,0
2021,1469,40,0
2021,1491,40,0
2021,1536,25,0
2021,1557,26,0
2021,1579,26,0
2021,1603,9,0
2021,1624,7,0
2021,1645,3,0
2021,1701,77,0
2021,1790,77,0
2021,1811,67,0
2021,1854,59,0
2021,1875,57,0
2021,1909,57,0
2021,1933,49,0
2021,1959,61,0
2021,1993,61,0
2021,2031,55,0
2021,2054,60,0
2021,2076,60,0
2021,2104,96,0
2021,2171,79,-7
2021,2192,73,-7
2021,2216,71,-7
2021,2238,71,-7
2021,2280,77,7
2021,2301,75,7
2021,2336,65,7
2021,2361,37,7
2021,2382,36,7
2021,2411,4,7
2021,2471,80,7
2021,2506,60,7
2021,2539,70,7
2021,2561,70,7
2021,2585,59,7
2021,2604,65,7
2021,2649,91,-7
2021,2670,88,-7
2021,2691,85,-7
2021,2713,85,-7
2021,2750,44,7
2021,2774,22,7
2021,2798,17,7
2021,2827,8,7
2021,2848,5,7
2021,2869,4,7
2021,2940,75,3
2021,2969,69,3
2021,2992,45,3
2021,3066,18,3
2021,3087,14,3
2021,3108,15,3
2021,3130,15,3
2021,3191,75,7
2021,3232,75,7
2021,3267,64,7
2021,3288,61,7
2021,3312,52,7
2021,3331,62,7
2021,3360,38,7
2021,3384,25,7
2021,3462,69,0
2021,3503,64,0
2021,3524,57,0
2021,3553,81,0
2021,3591,79,0
2021,3615,72,0
2021,3640,66,0
2021,3659,74,0
2021,3688,57,0
2021,3721,52,0
2021,3752,46,0
2021,3773,43,0
2021,3795,43,0
2021,3860,34,0
2021,3886,26,0
2021,3915,17,0
2021,3946,17,0
2021,3982,17,0
2021,4006,8,0
2021,4028,92,0
2021,4049,69,0
2021,4078,61,0
2021,4116,64,0
2021,4159,58,0
2021,4234,54,0
2021,4272,55,0
2021,4316,51,0
2021,59,75,-7
2021,96,85,-7
2021,117,84,-7
2021,145,93,-7
2021,178,83,-7
2021,198,66,7
2021,229,13,-7
2021,250,10,-7
2021,271,6,-7
2021,292,6,-7
2021,318,94,7
2021,339,92,7
2021,360,89,7
2021,382,89,7
2021,407,49,-7
2021,428,37,-7
2021,449,37,-7
2021,471,37,-7
2021,497,69,7
2021,518,65,7
2021,542,58,7
2021,580,55,7
2021,609,50,7
2021,630,49,7
2021,656,33,7
2021,677,25,7
2021,698,25,7
2021,763,81,-3
2021,787,78,-3
2021,808,84,-3
2021,843,92,-3
2021,865,92,-3
2021,909,50,3
2021,938,19,3
2021,957,24,3
2021,981,15,3
2021,1003,15,3
2021,1070,89,-3
2021,1091,87,-3
2021,1112,88,-3
2021,1131,98,-3
2021,1171,49,3
2021,1193,49,3
2021,1214,32,3
2021,1238,12,3
2021,1262,11,3
2021,1283,3,3
2021,1304,8,3
2021,1345,77,-3
2021,1366,75,-3
2021,1388,75,-3
2021,1407,82,-3
2021,1456,79,3
2021,1480,63,3
2021,1501,56,3
2021,1522,47,3
2021,1543,41,3
2021,1564,38,3
2021,1607,40,3
2021,1629,60,-3
2021,1677,75,-3
2021,1736,43,3
2021,1762,35,3
2021,1783,30,3
2021,1812,23,3
2021,1848,7,3
2021,1870,7,3
2021,1911,2,3
2021,1976,2,3
2021,2014,75,0
2021,2076,75,3
2021,2106,59,3
2021,2147,66,3
2021,2168,54,3
2021,2194,54,3
2021,2218,33,3
2021,2239,26,3
2021,2264,19,3
2021,2309,9,3
2021,2349,11,3
2021,2370,10,3
2021,2392,10,3
2021,2430,75,-7
2021,2451,74,-7
2021,2475,66,-7
2021,2496,63,-7
2021,2530,73,-7
2021,2551,71,-7
2021,2575,64,-7
2021,2601,64,-7
2021,2626,84,7
2021,2655,47,7
2021,2684,42,7
2021,2708,33,7
2021,2745,32,7
2021,2766,28,7
2021,2789,24,7
2021,2810,21,7
2021,2839,16,7
2021,2879,8,7
2021,2903,3,7
2021,2964,1,7
2021,3027,85,-7
2021,3056,77,-7
2021,3113,27,7
2021,3134,22,7
2021,3172,23,7
2021,3196,4,7
2021,3253,75,-7
2021,3274,71,-7
2021,3303,63,-7
2021,3324,61,-7
2021,3348,49,-7
2021,3369,44,-7
2021,3411,53,7
2021,3443,51,7
2021,3464,36,7
2021,3485,32,7
2021,3506,24,7
2021,3530,16,7
2021,3551,4,7
2021,3612,75,0
2021,3636,72,0
2021,3673,82,0
2021,3697,76,0
2021,3736,76,0
2021,3777,60,0
2021,3801,48,0
2021,55,75,3
2021,76,71,3
2021,105,66,3
2021,126,64,3
2021,147,60,3
2021,171,58,3
2021,207,68,3
2021,229,68,3
2021,258,27,3
2021,293,22,3
2021,319,22,3
2021,340,20,3
2021,369,20,3
2021,421,74,7
2021,442,70,7
2021,463,62,7
2021,484,62,7
2021,508,61,7
2021,527,70,7
2021,552,87,-7
2021,573,87,-7
2021,602,69,-7
2021,626,65,-7
2021,658,59,-7
2021,679,56,-7
2021,703,46,-7
2021,727,38,-7
2021,748,40,-7
2021,772,34,-7
2021,823,30,-7
2021,844,31,-7
2021,873,37,-7
2021,902,42,-7
2021,921,99,7
2021,944,97,7
2021,965,87,7
2021,989,80,7
2021,1021,90,7
2021,1045,84,7
2021,1064,93,7
2021,1094,50,-7
2021,1115,46,-7
2021,1137,46,-7
2021,1159,46,-7
2021,1176,80,7
2021,1197,79,7
2021,1219,79,7
2021,1243,67,7
2021,1283,66,7
2021,1304,65,7
2021,1328,60,7
2021,1357,55,7
2021,1381,51,7
2021,1405,23,7
2021,1427,23,7
2021,1480,75,0
2021,1525,71,0
2021,1547,71,0
2021,1569,71,0
2021,1588,82,0
2021,1629,76,0
2021,1651,76,0
2021,1711,73,0
2021,1734,71,0
2021,1758,69,0
2021,1780,69,0
2021,1821,66,0
2021,1839,71,0
2021,1910,84,7
2021,1936,46,7
2021,1957,45,7
2021,1981,28,7
2021,2002,22,7
2021,2023,13,7
2021,2044,14,7
2021,2066,14,7
2021,2089,9,7
2021,2113,1,7
2021,2137,3,7
2021,2158,3,7
2021,2220,75,-3
2021,2241,72,-3
2021,2265,79,-3
2021,2289,68,-3
2021,2314,89,3
2021,2340,77,3
2021,2361,82,3
2021,2383,82,3
2021,2407,68,3
2021,2439,18,3
2021,2460,12,3
2021,2492,22,3
2021,2515,27,3
2021,2539,17,3
2021,2563,16,3
2021,2597,75,-3
2021,2619,75,-3
2021,2643,67,-3
2021,2703,60,-3
2021,2743,30,3
2021,2764,28,3
2021,2788,25,3
2021,2810,25,3
2021,2844,75,7
2021,2868,71,7
2021,2892,49,7
2021,2926,28,7
2021,2948,28,7
2021,2983,3,7
2021,3004,1,7
2021,3025,1,7
2021,3046,1,7
2021,3102,60,7
2021,3126,19,7
2021,3147,15,7
2021,3173,8,7
2021,3206,18,7
2021,3227,13,7
2021,3248,13,7
2021,3284,6,7
2021,3306,6,7
2021,3344,11,7
2021,3400,75,7
2021,3424,33,7
2021,3448,11,7
2021,3472,7,7
2021,3493,3,7
2021,3515,3,7
2021,3624,60,0
2021,3662,54,0
2021,3702,54,0
2021,3739,30,0
2021,3760,33,0
2021,3809,34,0
2021,3833,14,0
2021,3873,13,0
2021,56,75,7
2021,80,64,7
2021,101,61,7
2021,122,55,7
2021,169,53,7
2021,188,55,7
2021,209,51,7
2021,240,51,7
2021,276,91,-7
2021,305,58,-7
2021,329,60,-7
2021,351,60,-7
2021,380,45,-7
2021,404,27,-7
2021,425,25,-7
2021,449,25,-7
2021,484,35,-7
2021,508,25,-7
2021,528,67,7
2021,549,56,7
2021,578,48,7
2021,599,46,7
2021,621,46,7
2021,647,35,7
2021,668,23,7
2021,692,6,7
2021,745,75,-7
2021,766,73,-7
2021,788,73,-7
2021,810,73,-7
2021,829,73,7
2021,872,66,7
2021,893,65,7
2021,915,65,7
2021,938,70,7
2021,957,73,-7
2021,981,52,-7
2021,1000,58,-7
2021,1021,56,-7
2021,1043,56,-7
2021,1060,80,7
2021,1084,68,7
2021,1105,65,7
2021,1126,60,7
2021,1151,55,7
2021,1175,45,7
2021,1196,25,7
2021,1217,24,7
2021,1241,17,7
2021,1262,14,7
2021,1286,7,7
2021,1307,7,7
2021,1367,86,0
2021,1388,79,0
2021,1409,78,0
2021,1433,78,0
2021,1452,62,0
2021,1493,10,0
2021,1531,8,0
2021,1570,8,0
2021,1611,1,0
2021,1635,99,0
2021,1658,99,0
2021,1707,99,0
2021,1769,69,7
2021,1791,69,7
2021,1815,25,7
2021,1836,22,7
2021,1892,75,-7
2021,1913,72,-7
2021,1934,72,-7
2021,1956,72,-7
2021,1981,86,7
2021,2002,77,7
2021,2023,73,7
2021,2058,48,7
2021,2080,48,7
2021,2121,36,7
2021,2142,25,7
2021,2163,20,7
2021,2193,19,7
2021,2217,8,7
2021,2238,1,7
2021,2260,1,7
2021,2363,77,7
2021,2387,73,7
2021,2416,46,7
2021,2451,38,7
2021,2483,38,7
2021,2505,38,7
2021,2534,33,7
2021,2555,31,7
2021,2579,26,7
2021,2608,6,7
2021,2651,8,7
2021,2707,4,7
2021,2799,75,7
2021,2823,67,7
2021,2846,63,7
2021,2867,63,7
2021,2891,59,7
2021,2915,51,7
2021,2936,50,7
2021,2960,38,7
2021,2982,38,7
2021,3006,31,7
2021,3073,75,-3
2021,3097,68,-3
2021,3118,67,-3
2021,3142,56,-3
2021,3163,52,-3
2021,3206,50,-3
2021,3234,50,-3
2021,3252,90,3
2021,3287,78,3
2021,3310,70,3
2021,3331,69,3
2021,3361,64,3
2021,3384,69,3
2021,3408,54,3
2021,3431,52,3
2021,3472,43,3
2021,3504,53,3
2021,3528,46,3
2021,3569,21,3
2021,3607,17,3
2021,57,75,3
2021,78,74,3
2021,107,61,3
2021,131,39,3
2021,155,18,3
2021,176,16,3
2021,198,16,3
2021,247,11,3
2021,288,77,7
2021,309,72,7
2021,330,68,7
2021,353,62,7
2021,377,51,7
2021,409,51,7
2021,444,42,7
2021,465,37,7
2021,520,1,7
2021,583,84,7
2021,622,73,7
2021,643,61,7
2021,667,49,7
2021,691,39,7
2021,718,34,7
2021,742,28,7
2021,766,25,7
2021,800,25,7
2021,836,20,7
2021,866,8,7
2021,903,18,7
2021,927,3,7
2021,1006,83,7
2021,1027,79,7
2021,1057,74,7
2021,1083,69,7
2021,1123,66,7
2021,1155,71,7
2021,1178,76,7
2021,1204,64,7
2021,1234,55,7
2021,1258,53,7
2021,1284,51,7
2021,1308,32,7
2021,1343,42,7
2021,1372,10,7
2021,1400,6,7
2021,1422,6,7
2021,1478,75,3
2021,1499,63,3
2021,1520,57,3
2021,1541,54,3
2021,1562,51,3
2021,1586,44,3
2021,1653,44,3
2021,1699,30,3
2021,1723,12,3
2021,1752,6,3
2021,1788,3,3
2021,1803,3,3
2021,1824,7,3
2021,1856,7,3
2021,1904,75,7
2021,1937,60,7
2021,1959,36,7
2021,2000,32,7
2021,2021,15,7
2021,2043,15,7
2021,2082,3,7
2021,2120,2,7
2021,2193,89,0
2021,2217,52,0
2021,2251,40,0
2021,2274,40,0
2021,2298,39,0
2021,2368,70,-3
2021,2387,77,-3
2021,2411,62,-3
2021,2435,55,-3
2021,2457,55,-3
2021,2483,54,-3
2021,2509,49,3
2021,2550,54,3
2021,2574,33,3
2021,2598,25,3
2021,2619,18,3
2021,2645,16,3
2021,2669,9,3
2021,2690,7,3
2021,2713,12,3
2021,2735,12,3
2021,2759,6,3
2021,2781,6,3
2021,2812,3,3
2021,2848,13,3
2021,2882,75,7
2021,2906,69,7
2021,2927,67,7
2021,2951,64,7
2021,2975,50,7
2021,2996,41,7
2021,3017,38,7
2021,3041,31,7
2021,3062,21,7
2021,3086,11,7
2021,3107,1,7
2021,3173,56,7
2021,3206,52,7
2021,3254,38,7
2021,3287,23,7
2021,3309,23,7
2021,3333,9,7
2021,3363,16,7
2021,3388,7,7
2021,3448,75,7
2021,3469,67,7
2021,3490,66,7
2021,3511,64,7
2021,3532,60,7
2021,3554,60,7
2021,3584,55,7
2021,3608,50,7
2021,3636,49,7
2021,3662,37,7
2021,3683,28,7
2021,3704,12,7
2021,3760,75,-7
2021,3781,71,-7
2021,3810,53,-7
2021,3832,53,-7
2021,3861,34,-7
2021,3901,34,-7
2021,3932,35,-7
2021,3956,35,-7
2021,3979,65,7
2021,4017,62,7
2021,4055,59,7
2021,4096,48,7
2021,4117,43,7
2021,4138,39,7
2021,4190,44,7
2021,4246,75,7
2021,4268,75,7
2021,4306,73,7
2021,4330,56,7
2021,4352,56,7
2021,4376,47,7
2021,4397,34,7
2021,4419,34,7
2021,4445,24,7
2021,4471,15,7
2021,81,75,7
2021,105,70,7
2021,126,63,7
2021,149,68,7
2021,173,64,7
2021,196,59,7
2021,220,37,7
2021,241,38,7
2021,262,20,7
2021,291,13,7
2021,312,14,7
2021,336,7,7
2021,359,7,7
2021,380,4,7
2021,443,70,-7
2021,464,68,-7
2021,485,67,-7
2021,507,67,-7
2021,532,76,7
2021,554,76,7
2021,592,71,7
2021,614,71,7
2021,644,77,-7
2021,666,77,-7
2021,707,73,-7
2021,746,85,-7
2021,779,60,7
2021,800,39,7
2021,819,44,7
2021,841,44,7
2021,865,41,7
2021,898,59,-7
2021,921,64,-7
2021,940,74,-7
2021,964,71,-7
2021,1016,59,-7
2021,1035,90,7
2021,1056,85,7
2021,1077,82,7
2021,1099,82,7
2021,1135,44,-7
2021,1156,39,-7
2021,1177,36,-7
2021,1198,37,-7
2021,1222,63,7
2021,1251,58,7
2021,1289,61,7
2021,1313,56,7
2021,1338,85,-7
2021,1362,80,-7
2021,1384,80,-7
2021,1424,74,-7
2021,1446,74,-7
2021,1468,74,-7
2021,1492,67,-7
2021,1522,80,7
2021,1546,69,7
2021,1578,54,7
2021,1599,46,7
2021,1629,12,7
2021,1650,10,7
2021,1674,10,7
2021,1748,92,-7
2021,1769,87,-7
2021,1790,83,-7
2021,1848,83,-7
2021,1867,69,7
2021,1891,67,7
2021,1932,58,7
2021,1953,47,7
2021,1975,47,7
2021,1999,43,7
2021,2023,36,7
2021,2047,23,7
2021,2088,14,7
2021,2162,70,0
2021,2184,70,0
2021,2216,75,0
2021,2278,78,7
2021,2302,78,7
2021,2337,48,7
2021,2363,46,7
2021,2386,41,7
2021,2415,33,7
2021,2436,23,7
2021,2457,22,7
2021,2481,14,7
2021,2505,12,7
2021,2524,15,7
2021,2548,10,7
2021,2617,73,-7
2021,2638,67,-7
2021,2659,63,-7
2021,2681,63,-7
2021,2702,55,-7
2021,2723,55,-7
2021,2747,49,-7
2021,2769,49,-7
2021,2791,49,-7
2021,2810,54,-7
2021,2829,81,7
2021,2858,72,7
2021,2891,27,7
2021,2912,27,7
2021,2936,9,7
2021,2957,3,7
2021,2979,3,7
2021,3047,85,7
2021,3071,76,7
2021,3092,74,7
2021,3116,74,7
2021,3145,59,7
2021,3187,54,7
2021,3210,52,7
2021,3231,48,7
2021,3257,48,7
2021,3279,48,7
2021,3312,48,7
2021,3337,86,-7
2021,3361,35,-7
2021,3385,30,-7
