season,play_id,yds_to_end,next_score
2021,949,80,7
2021,992,74,7
2021,1013,77,7
2021,1035,77,7
2021,1054,65,-7
2021,1075,65,-7
2021,1099,59,-7
2021,1122,65,-7
2021,1141,76,-7
2021,1174,68,7
2021,1198,39,7
2021,1226,43,7
2021,1250,14,7
2021,1272,14,7
2021,1293,10,7
2021,1344,75,7
2021,1368,70,7
2021,1392,64,7
2021,1416,52,7
2021,1440,43,7
2021,1461,43,7
2021,1485,19,7
2021,1507,19,7
2021,1553,11,7
2021,1586,2,7
2021,1634,75,-3
2021,1655,74,-3
2021,1685,61,-3
2021,1706,45,-3
2021,1744,42,-3
2021,1768,38,-3
2021,1809,36,-3
2021,1836,64,3
2021,1875,64,3
2021,1899,49,3
2021,1921,49,3
2021,1943,49,3
2021,1984,36,3
2021,2008,29,3
2021,2030,29,3
2021,2063,14,3
2021,2099,16,3
2021,2156,75,3
2021,2180,65,3
2021,2202,65,3
2021,2235,60,3
2021,2256,56,3
2021,2278,56,3
2021,2304,56,3
2021,2323,93,-3
2021,2344,91,-3
2021,2373,91,-3
2021,2424,95,-3
2021,2458,98,-3
2021,2479,96,-3
2021,2504,38,3
2021,2526,38,3
2021,2547,27,3
2021,2568,21,3
2021,2589,22,3
2021,2611,22,3
2021,2655,80,7
2021,2676,76,7
2021,2700,72,7
2021,2739,40,7
2021,2771,50,7
2021,2803,38,7
2021,2827,22,7
2021,2851,20,7
2021,2879,17,7
2021,2903,13,7
2021,2930,87,-7
2021,2951,72,-7
2021,2975,66,-7
2021,3007,73,-7
2021,3035,69,-7
2021,3073,75,-7
2021,3098,59,7
2021,3120,59,7
2021,3143,64,7
2021,3168,77,7
2021,3192,56,7
2021,3211,81,-7
2021,3235,68,-7
2021,3256,64,-7
2021,3288,41,7
2021,3312,37,7
2021,3336,32,7
2021,3385,31,7
2021,3409,15,7
2021,3457,75,7
2021,3478,73,7
2021,3502,67,7
2021,3523,62,7
2021,3544,57,7
2021,3571,8,7
2021,3619,75,7
2021,3643,66,7
2021,3664,63,7
2021,3688,56,7
2021,3712,47,7
2021,3734,47,7
2021,3756,47,7
2021,3780,10,7
2021,3812,20,7
2021,3836,10,7
2021,3893,75,3
2021,3914,74,3
2021,3938,65,3
2021,3980,65,3
2021,4018,37,3
2021,4056,35,3
2021,4094,31,3
2021,4132,29,3
2021,4166,75,3
2021,4190,55,3
2021,4212,55,3
2021,4236,37,3
2021,4258,37,3
2021,69,57,-7
2021,93,53,-7
2021,119,12,-7
2021,140,12,-7
2021,168,3,-7
2021,217,8,-7
2021,244,80,7
2021,265,74,7
2021,289,67,7
2021,356,76,-3
2021,377,62,-3
2021,401,57,-3
2021,425,47,-3
2021,447,47,-3
2021,468,45,-3
2021,492,41,-3
2021,514,59,3
2021,538,58,3
2021,562,40,3
2021,583,39,3
2021,607,35,3
2021,629,35,3
2021,663,75,-3
2021,684,78,-3
2021,719,44,-3
2021,751,46,-3
2021,775,48,-3
2021,804,38,-3
2021,833,58,3
2021,863,41,3
2021,903,39,3
2021,924,32,3
2021,962,32,3
2021,991,19,3
2021,1021,2,3
2021,1042,4,3
2021,1064,4,3
2021,1086,4,3
2021,1120,75,7
2021,1141,74,7
2021,1165,65,7
2021,1199,58,7
2021,1220,55,7
2021,1241,50,7
2021,1265,47,7
2021,1287,47,7
2021,1306,89,-7
2021,1330,88,-7
2021,1349,97,-7
2021,1372,98,-7
2021,1396,92,-7
2021,1421,55,7
2021,1450,45,7
2021,1471,35,7
2021,1492,32,7
2021,1516,23,7
2021,1554,20,7
2021,1578,12,7
2021,1616,12,7
2021,1637,3,7
2021,1751,75,7
2021,1773,75,7
2021,1794,75,7
2021,1818,56,7
2021,1898,81,7
2021,1922,75,7
2021,1943,74,7
2021,1967,67,7
2021,1988,61,7
2021,2012,51,7
2021,2034,51,7
2021,2063,43,7
2021,2090,40,7
2021,2111,36,7
2021,2135,26,7
2021,2156,22,7
2021,2177,16,7
2021,2201,15,7
2021,2243,14,7
2021,2267,3,7
2021,2320,75,7
2021,2341,70,7
2021,2363,70,7
2021,2387,64,7
2021,2416,27,7
2021,2440,24,7
2021,2469,18,7
2021,2500,1,7
2021,2560,79,-7
2021,2615,74,-7
2021,2650,63,-7
2021,2672,63,-7
2021,2712,55,-7
2021,2733,50,-7
2021,2757,41,-7
2021,2778,37,-7
2021,2802,28,-7
2021,2828,25,-7
2021,2847,40,-7
2021,2881,40,-7
2021,2905,30,-7
2021,2927,70,7
2021,2948,65,7
2021,2969,57,7
2021,3012,33,7
2021,3033,28,7
2021,3054,26,7
2021,3087,36,7
2021,3111,21,7
2021,3154,31,7
2021,3182,22,7
2021,3203,20,7
2021,3224,5,7
2021,3246,5,7
2021,3284,2,7
2021,3351,75,0
2021,3375,70,0
2021,3399,64,0
2021,3421,64,0
2021,3472,64,0
2021,3494,64,0
2021,3513,27,0
2021,3551,24,0
2021,55,75,7
2021,76,73,7
2021,100,65,7
2021,126,59,7
2021,155,45,7
2021,177,45,7
2021,198,38,7
2021,222,22,7
2021,243,23,7
2021,265,23,7
2021,289,15,7
2021,313,10,7
2021,334,4,7
2021,424,81,3
2021,445,83,3
2021,469,66,3
2021,490,62,3
2021,514,53,3
2021,559,42,3
2021,599,18,3
2021,620,14,3
2021,642,14,3
2021,677,24,3
2021,710,19,3
2021,734,10,3
2021,768,75,7
2021,797,31,7
2021,826,14,7
2021,866,12,7
2021,890,9,7
2021,911,5,7
2021,995,75,7
2021,1019,67,7
2021,1040,66,7
2021,1061,64,7
2021,1085,70,7
2021,1118,65,7
2021,1142,61,7
2021,1166,50,7
2021,1188,50,7
2021,1212,44,7
2021,1247,22,7
2021,1271,3,7
2021,1295,5,7
2021,1355,81,7
2021,1387,86,7
2021,1413,77,7
2021,1448,60,7
2021,1484,50,7
2021,1508,41,7
2021,1541,18,7
2021,1601,82,0
2021,1631,73,0
2021,1672,45,0
2021,1694,45,0
2021,1716,45,0
2021,1749,45,0
2021,1777,99,0
2021,1815,94,0
2021,1853,79,0
2021,1894,36,0
2021,1916,36,0
2021,1938,36,0
2021,1971,46,0
2021,2009,57,0
2021,2082,75,7
2021,2103,72,7
2021,2124,68,7
2021,2148,62,7
2021,2169,58,7
2021,2193,51,7
2021,2226,51,7
2021,2250,39,7
2021,2272,39,7
2021,2293,36,7
2021,2319,28,7
2021,2340,19,7
2021,2364,13,7
2021,2385,6,7
2021,2425,11,7
2021,2487,75,-3
2021,2508,69,-3
2021,2529,52,-3
2021,2566,53,3
2021,2587,52,3
2021,2616,44,3
2021,2640,42,3
2021,2661,37,3
2021,2685,34,3
2021,2714,20,3
2021,2735,16,3
2021,2754,20,3
2021,2777,25,3
2021,2799,25,3
2021,2833,75,7
2021,2876,64,7
2021,2897,62,7
2021,2921,53,7
2021,2942,47,7
2021,2971,17,7
2021,2998,10,7
2021,3019,4,7
2021,3040,2,7
2021,3093,75,7
2021,3149,75,-7
2021,3168,81,-7
2021,3192,77,-7
2021,3214,77,-7
2021,3243,15,7
2021,3265,8,7
2021,3286,8,7
2021,3358,75,0
2021,3390,80,0
2021,3414,70,0
2021,3435,72,0
2021,3457,72,0
2021,3487,73,0
2021,3510,69,0
2021,3534,65,0
2021,3578,51,0
2021,3617,51,0
2021,3639,51,0
2021,3658,60,0
2021,3683,83,0
2021,3704,78,0
2021,3745,75,0
2021,3769,71,0
2021,3793,52,0
2021,55,75,7
2021,76,70,7
2021,97,67,7
2021,119,67,7
2021,137,98,-7
2021,166,70,-7
2021,187,66,-7
2021,211,61,-7
2021,232,59,-7
2021,253,55,-7
2021,282,39,-7
2021,304,39,-7
2021,326,39,-7
2021,349,44,-7
2021,371,44,-7
2021,389,94,7
2021,410,89,7
2021,434,79,7
2021,456,79,7
2021,480,60,7
2021,509,32,7
2021,538,16,7
2021,559,13,7
2021,583,5,7
2021,639,75,7
2021,663,64,7
2021,687,56,7
2021,711,44,7
2021,735,37,7
2021,764,29,7
2021,788,22,7
2021,848,75,7
2021,869,72,7
2021,904,45,7
2021,925,40,7
2021,947,40,7
2021,988,40,7
2021,1018,50,7
2021,1054,95,-7
2021,1078,93,-7
2021,1102,88,-7
2021,1123,88,-7
2021,1146,93,-7
2021,1182,50,7
2021,1203,48,7
2021,1227,43,7
2021,1267,24,7
2021,1291,7,7
2021,1312,2,7
2021,1368,75,7
2021,1392,53,7
2021,1425,39,7
2021,1482,33,7
2021,1506,25,7
2021,1539,20,7
2021,1563,17,7
2021,1587,13,7
2021,1609,13,7
2021,1629,79,-7
2021,1666,27,7
2021,1687,25,7
2021,1726,25,7
2021,1750,12,7
2021,1776,5,7
2021,1868,80,-3
2021,1894,21,3
2021,1918,17,3
2021,1940,17,3
2021,1962,17,3
2021,2008,57,7
2021,2032,47,7
2021,2088,75,0
2021,2129,64,0
2021,2169,38,0
2021,2211,31,0
2021,2233,31,0
2021,2257,21,0
2021,2279,21,0
2021,2298,33,0
2021,2330,43,0
2021,2376,42,0
2021,2397,50,0
2021,2419,50,0
2021,2441,50,0
2021,2508,75,3
2021,2530,75,3
2021,2554,70,3
2021,2587,54,3
2021,2611,48,3
2021,2632,48,3
2021,2656,34,3
2021,2678,34,3
2021,2711,18,3
2021,2735,12,3
2021,2759,8,3
2021,2780,5,3
2021,2809,2,3
2021,2830,3,3
2021,2871,67,7
2021,2893,67,7
2021,2915,67,7
2021,2948,67,7
2021,2989,62,7
2021,3014,75,-7
2021,3062,35,7
2021,3086,15,7
2021,3110,13,7
2021,3134,11,7
2021,3190,75,7
2021,3216,62,7
2021,3240,55,7
2021,3261,52,7
2021,3285,42,7
2021,3306,42,7
2021,3330,33,7
2021,3364,27,7
2021,3385,25,7
2021,3406,21,7
2021,3462,75,-3
2021,3486,65,-3
2021,3543,60,-3
2021,3564,53,-3
2021,3588,52,-3
2021,3612,47,-3
2021,3633,47,-3
2021,3655,47,-3
2021,3677,47,-3
2021,3696,94,3
2021,3724,92,3
2021,3746,92,3
2021,3768,92,3
2021,3793,63,-3
2021,3817,56,-3
2021,3841,47,-3
2021,3862,41,-3
2021,3886,34,-3
2021,3909,39,-3
2021,3933,30,-3
2021,3962,23,-3
2021,3991,20,-3
2021,4012,14,-3
2021,4033,13,-3
2021,4073,90,3
2021,4094,89,3
2021,4118,86,3
2021,4141,81,3
2021,4165,75,3
2021,4189,64,3
2021,4211,64,3
2021,4246,74,3
2021,4287,65,3
2021,4333,34,3
2021,4355,34,3
2021,4393,30,3
2021,4428,40,3
2021,4469,30,3
2021,4509,75,3
2021,4538,67,3
2021,4560,67,3
2021,4584,63,3
2021,4624,68,3
2021,4653,62,3
2021,4677,42,3
2021,4699,42,3
2021,4728,18,3
2021,4750,18,3
2021,4772,18,3
2021,4794,18,3
2021,4845,75,0
2021,63,77,-3
2021,84,72,-3
2021,106,72,-3
2021,141,30,-3
2021,165,36,-3
2021,186,38,-3
2021,208,38,-3
2021,231,43,-3
2021,248,80,3
2021,269,81,3
2021,293,66,3
2021,314,64,3
2021,335,59,3
2021,357,59,3
2021,376,78,-3
2021,397,74,-3
2021,421,70,-3
2021,440,78,-3
2021,465,67,3
2021,489,54,3
2021,513,47,3
2021,545,55,3
2021,566,46,3
2021,590,40,3
2021,611,38,3
2021,635,37,3
2021,657,37,3
2021,681,22,3
2021,702,20,3
2021,745,11,3
2021,767,11,3
2021,788,13,3
2021,809,5,3
2021,843,75,7
2021,867,58,7
2021,888,56,7
2021,912,55,7
2021,935,50,7
2021,959,44,7
2021,980,45,7
2021,1004,37,7
2021,1081,75,7
2021,1106,70,7
2021,1127,63,7
2021,1151,38,7
2021,1175,42,7
2021,1199,37,7
2021,1239,13,7
2021,1260,10,7
2021,1345,96,-7
2021,1366,95,-7
2021,1388,95,-7
2021,1412,93,-7
2021,1437,57,7
2021,1478,55,7
2021,1499,55,7
2021,1540,49,7
2021,1564,35,7
2021,1593,18,7
2021,1639,2,7
2021,1750,75,7
2021,1776,70,7
2021,1810,70,7
2021,1834,60,7
2021,1855,56,7
2021,1877,56,7
2021,1901,50,7
2021,1923,50,7
2021,1944,44,7
2021,1968,36,7
2021,1989,30,7
2021,2008,33,7
2021,2108,13,7
2021,2129,11,7
2021,2151,11,7
2021,2175,4,7
2021,2261,75,-3
2021,2282,70,-3
2021,2304,70,-3
2021,2328,55,-3
2021,2349,53,-3
2021,2371,53,-3
2021,2395,33,-3
2021,2419,25,-3
2021,2453,25,-3
2021,2474,22,-3
2021,2511,87,3
2021,2532,85,3
2021,2554,85,3
2021,2583,63,3
2021,2609,51,3
2021,2630,48,3
2021,2681,25,3
2021,2703,25,3
2021,2722,31,3
2021,2749,18,3
2021,2783,75,-7
2021,2804,72,-7
2021,2836,52,-7
2021,2857,50,-7
2021,2883,46,-7
2021,2905,46,-7
2021,2926,38,-7
2021,2947,36,-7
2021,2971,19,-7
2021,2993,19,-7
2021,3014,13,-7
2021,3047,7,-7
2021,3069,7,-7
2021,3095,6,-7
2021,3117,6,-7
2021,3139,94,7
2021,3160,92,7
2021,3181,88,7
2021,3221,70,7
2021,3294,52,7
2021,3318,38,7
2021,3342,32,7
2021,3366,16,7
2021,3388,16,7
2021,3410,16,7
2021,3446,21,7
2021,3479,79,-7
2021,3517,76,-7
2021,3538,77,-7
2021,3576,75,-7
2021,3601,64,7
2021,3625,48,7
2021,3649,42,7
2021,3673,33,7
2021,3697,18,7
2021,3719,18,7
2021,3743,10,7
2021,3772,4,7
2021,55,75,3
2021,76,74,3
2021,100,60,3
2021,121,49,3
2021,142,44,3
2021,163,29,3
2021,184,26,3
2021,206,26,3
2021,228,26,3
2021,262,75,-7
2021,283,76,-7
2021,307,72,-7
2021,348,66,-7
2021,372,63,-7
2021,393,62,-7
2021,421,62,-7
2021,443,62,-7
2021,465,76,7
2021,486,73,7
2021,507,67,7
2021,528,65,7
2021,552,62,7
2021,573,54,7
2021,597,37,7
2021,619,37,7
2021,640,35,7
2021,667,25,7
2021,688,20,7
2021,709,17,7
2021,733,15,7
2021,773,6,7
2021,797,3,7
2021,860,75,-7
2021,881,69,-7
2021,902,63,-7
2021,921,74,-7
2021,945,67,-7
2021,967,67,-7
2021,985,80,7
2021,1009,72,7
2021,1030,67,7
2021,1051,58,7
2021,1072,55,7
2021,1093,44,7
2021,1120,43,7
2021,1143,48,7
2021,1164,47,7
2021,1202,41,7
2021,1226,29,7
2021,1247,23,7
2021,1274,9,7
2021,1303,4,7
2021,1341,2,7
2021,1364,3,7
2021,1391,1,7
2021,1443,75,3
2021,1467,61,3
2021,1493,61,3
2021,1517,57,3
2021,1550,52,3
2021,1608,21,3
2021,1630,21,3
2021,1698,75,-7
2021,1731,70,-7
2021,1752,67,-7
2021,1785,57,-7
2021,1809,38,-7
2021,1831,38,-7
2021,1855,31,-7
2021,1877,31,-7
2021,1910,25,-7
2021,1934,17,-7
2021,1958,12,-7
2021,1979,9,-7
2021,2005,60,7
2021,2029,54,7
2021,2050,51,7
2021,2071,49,7
2021,2094,54,7
2021,2118,50,7
2021,2140,50,7
2021,2162,50,7
2021,2181,95,-7
2021,2203,95,-7
2021,2238,97,-7
2021,2259,92,-7
2021,2285,12,7
2021,2306,11,7
2021,2327,10,7
2021,2404,87,-7
2021,2425,84,-7
2021,2447,84,-7
2021,2471,78,-7
2021,2493,21,7
2021,2515,21,7
2021,2536,20,7
2021,2576,10,7
2021,2617,8,7
2021,2675,75,-7
2021,2699,73,-7
2021,2723,66,-7
2021,2755,80,-7
2021,2788,80,-7
2021,2813,66,7
2021,2834,59,7
2021,2855,55,7
2021,2893,55,7
2021,2944,75,0
2021,2965,73,0
2021,2986,72,0
2021,3010,53,0
2021,3031,51,0
2021,3060,48,0
2021,3082,48,0
2021,3103,84,0
2021,3124,82,0
2021,3145,76,0
2021,3177,86,0
2021,3198,83,0
2021,3234,78,0
2021,3259,63,0
2021,3280,62,0
2021,3304,30,0
2021,3330,29,0
2021,3359,29,0
2021,3380,21,0
2021,3418,19,0
2021,3448,12,0
2021,3472,5,0
2021,57,75,7
2021,78,69,7
2021,100,69,7
2021,122,69,7
2021,151,79,-7
2021,203,84,-7
2021,226,84,-7
2021,249,84,-7
2021,273,71,-7
2021,295,84,7
2021,316,78,7
2021,337,73,7
2021,359,73,7
2021,380,66,7
2021,404,56,7
2021,423,58,7
2021,447,50,7
2021,471,43,7
2021,492,44,7
2021,513,42,7
2021,537,2,7
2021,572,2,7
2021,593,1,7
2021,643,75,-7
2021,667,42,-7
2021,699,52,-7
2021,723,37,-7
2021,745,37,-7
2021,767,37,-7
2021,787,55,7
2021,811,38,7
2021,835,13,7
2021,856,7,7
2021,878,7,7
2021,929,75,7
2021,953,67,7
2021,977,64,7
2021,1026,70,7
2021,1050,71,7
2021,1091,71,7
2021,1115,44,7
2021,1136,31,7
2021,1157,30,7
2021,1179,30,7
2021,1212,40,7
2021,1257,25,7
2021,1278,22,7
2021,1338,76,3
2021,1359,73,3
2021,1383,49,3
2021,1404,41,3
2021,1426,41,3
2021,1450,29,3
2021,1471,27,3
2021,1494,32,3
2021,1518,22,3
2021,1540,22,3
2021,1574,75,-3
2021,1599,66,-3
2021,1620,60,-3
2021,1641,53,-3
2021,1667,47,-3
2021,1711,57,-3
2021,1739,50,-3
2021,1765,48,3
2021,1787,44,3
2021,1808,40,3
2021,1830,40,3
2021,1854,45,3
2021,1877,93,-3
2021,1901,87,-3
2021,1924,92,-3
2021,1950,7,3
2021,1988,6,3
2021,2021,3,3
2021,2042,2,3
2021,2075,12,3
2021,2097,12,3
2021,2149,7,3
2021,2183,75,-7
2021,2223,75,-7
2021,2245,75,-7
2021,2267,75,-7
2021,2297,69,7
2021,2325,62,7
2021,2388,60,7
2021,2429,8,7
2021,2535,75,-7
2021,2560,70,-7
2021,2581,70,-7
2021,2610,70,-7
2021,2639,72,7
2021,2660,69,7
2021,2681,66,7
2021,2705,59,7
2021,2734,50,7
2021,2755,50,7
2021,2776,50,7
2021,2795,89,-7
2021,2817,89,-7
2021,2838,86,-7
2021,2862,81,-7
2021,2881,68,7
2021,2902,63,7
2021,2945,60,7
2021,2966,57,7
2021,2990,54,7
2021,3011,43,7
2021,3032,39,7
2021,3053,34,7
2021,3077,5,7
2021,3127,75,7
2021,3151,78,7
2021,3175,71,7
2021,3210,41,7
2021,3268,78,3
2021,3289,76,3
2021,3310,72,3
2021,3332,72,3
2021,3361,79,-3
2021,3383,79,-3
2021,3426,72,-3
2021,3448,72,-3
2021,3467,69,3
2021,3506,56,3
2021,3527,47,3
2021,3548,51,3
2021,3584,11,3
2021,3605,7,3
2021,3631,7,3
2021,3653,7,3
2021,3687,75,7
2021,3711,66,7
2021,3735,60,7
2021,3761,60,7
2021,3783,60,7
2021,3805,60,7
2021,3856,46,7
2021,3886,37,7
2021,3918,76,-7
2021,3954,71,-7
2021,4013,67,-7
2021,4035,67,-7
2021,4054,76,7
2021,4079,67,7
2021,4100,61,7
2021,4122,61,7
2021,4141,74,7
2021,4165,69,7
2021,4194,80,-7
2021,4215,77,-7
2021,4253,74,-7
2021,4277,68,-7
2021,4298,68,-7
2021,4336,65,-7
2021,4377,61,-7
2021,4395,85,7
2021,4420,85,7
2021,4444,67,7
2021,4489,67,7
2021,4513,54,7
2021,4535,54,7
2021,4559,45,7
2021,4580,39,7
2021,4604,17,7
2021,4626,17,7
2021,4649,22,7
2021,4673,4,7
2021,4695,4,7
2021,56,75,7
2021,85,65,7
2021,109,59,7
2021,130,48,7
2021,154,39,7
2021,175,26,7
2021,199,15,7
2021,225,12,7
2021,249,15,7
2021,272,10,7
2021,296,3,7
2021,356,74,3
2021,377,70,3
2021,401,68,3
2021,423,68,3
2021,450,88,-3
2021,472,88,-3
2021,493,87,-3
2021,522,85,-3
2021,547,48,3
2021,568,44,3
2021,599,17,3
2021,620,20,3
2021,649,14,3
2021,670,12,3
2021,711,83,-3
2021,742,72,-3
2021,764,72,-3
2021,788,68,-3
2021,810,68,-3
2021,835,71,3
2021,859,66,3
2021,880,63,3
2021,920,57,3
2021,953,22,3
2021,974,23,3
2021,996,23,3
2021,1034,25,3
2021,1095,91,3
2021,1124,73,3
2021,1145,66,3
2021,1169,50,3
2021,1190,53,3
2021,1214,43,3
2021,1238,21,3
2021,1260,21,3
2021,1283,16,3
2021,1304,15,3
2021,1326,15,3
2021,1367,68,-3
2021,1431,68,-3
2021,1453,68,-3
2021,1475,68,-3
2021,1500,74,3
2021,1521,70,3
2021,1545,69,3
2021,1578,67,3
2021,1599,64,3
2021,1623,58,3
2021,1644,56,3
2021,1675,56,3
2021,1710,66,3
2021,1739,49,3
2021,1763,45,3
2021,1784,45,3
2021,1813,28,3
2021,1861,17,3
2021,1908,10,3
2021,1946,8,3
2021,1988,6,3
2021,2010,6,3
2021,2046,9,3
2021,2068,9,3
2021,2102,75,3
2021,2123,67,3
2021,2156,52,3
2021,2185,40,3
2021,2219,33,3
2021,2262,30,3
2021,2322,81,7
2021,2348,76,7
2021,2372,65,7
2021,2404,59,7
2021,2428,50,7
2021,2452,48,7
2021,2482,45,7
2021,2522,11,7
2021,2585,75,7
2021,2617,75,7
2021,2641,68,7
2021,2670,57,7
2021,2692,57,7
2021,2714,57,7
2021,2738,34,7
2021,2761,20,7
2021,2783,20,7
2021,2804,15,7
2021,2828,9,7
2021,2849,7,7
2021,2972,80,-7
2021,3042,74,-7
2021,2926,57,-7
2021,2993,51,-7
2021,3028,45,-7
2021,3077,45,-7
2021,3098,39,-7
2021,3119,36,-7
2021,3140,31,-7
2021,3166,41,-7
2021,3217,24,-7
2021,3256,24,-7
2021,3308,26,-7
2021,3331,31,-7
2021,3355,33,-7
2021,3375,59,7
2021,3399,40,7
2021,3420,37,7
2021,3442,37,7
2021,3484,20,7
2021,3515,96,-7
2021,3554,3,7
2021,3575,3,7
2021,3597,3,7
2021,3653,75,0
2021,3675,75,0
2021,3696,69,0
2021,3729,54,0
2021,3750,50,0
2021,3771,45,0
2021,3794,43,0
2021,3815,38,0
2021,3850,53,0
2021,3874,49,0
2021,3895,40,0
2021,3918,45,0
2021,3971,82,0
2021,3992,78,0
2021,4033,88,0
2021,4055,88,0
2021,4079,71,0
2021,4101,71,0
2021,4125,64,0
2021,4149,45,0
2021,4170,44,0
2021,4191,42,0
2021,4232,22,0
2021,4272,13,0
2021,4312,16,0
2021,56,75,-7
2021,77,40,-7
2021,103,37,-7
2021,125,31,-7
2021,146,30,-7
2021,175,43,-7
2021,200,41,-7
2021,224,37,-7
2021,241,80,7
2021,265,63,7
2021,286,61,7
2021,310,56,7
2021,331,41,7
2021,352,37,7
2021,376,28,7
2021,397,29,7
2021,426,11,7
2021,447,3,7
2021,525,74,3
2021,549,67,3
2021,574,65,3
2021,603,61,3
2021,683,48,-3
2021,705,48,-3
2021,726,49,-3
2021,756,59,-3
2021,781,74,3
2021,802,63,3
2021,823,59,3
2021,844,54,3
2021,865,52,3
2021,908,44,3
2021,929,44,3
2021,953,39,3
2021,975,39,3
2021,996,36,3
2021,1020,14,3
2021,1042,14,3
2021,1081,24,3
2021,1105,18,3
2021,1145,9,3
2021,1179,75,-7
2021,1201,75,-7
2021,1225,52,-7
2021,1247,52,-7
2021,1284,52,-7
2021,1306,52,-7
2021,1323,80,7
2021,1347,68,7
2021,1368,64,7
2021,1390,64,7
2021,1412,64,7
2021,1442,80,-7
2021,1471,74,-7
2021,1492,75,-7
2021,1514,75,-7
2021,1539,63,7
2021,1563,55,7
2021,1584,51,7
2021,1608,26,7
2021,1630,26,7
2021,1657,17,7
2021,1691,8,7
2021,1712,7,7
2021,1772,75,3
2021,1796,39,3
2021,1836,34,3
2021,1858,34,3
2021,1899,30,3
2021,1924,28,3
2021,1947,33,3
2021,1989,23,3
2021,2011,23,3
2021,2047,30,3
2021,2098,75,7
2021,2119,73,7
2021,2141,73,7
2021,2170,43,7
2021,2191,42,7
2021,2215,30,7
2021,2241,15,7
2021,2264,7,7
2021,2287,3,7
2021,2361,91,3
2021,2382,87,3
2021,2403,82,3
2021,2426,81,3
2021,2461,86,3
2021,2483,86,3
2021,2515,65,3
2021,2550,75,3
2021,2590,70,3
2021,2611,71,3
2021,2633,71,3
2021,2662,45,3
